title	text	source	language
"Information and Communication Technology (ICT) Accessibility"	"Information, Tech & Design This course includes six modules, each having associated activities and a quiz:

Module 1: ICT
Accessibility 
This module will provide an introduction to ICT accessibility as well as an overview of  the relevance the five subsequent modules in this course.

Module 2: ICT
Accessibility Design
This module will provide instruction on the importance of ICT accessibility in designing and procuring workplace applications.

Module 3: Assistive
Technology
This module will provide instruction on the impact of assistive technology (AT) and mainstream technology on individuals with disabilities.

Module 4: Accessible Documents and Multimedia
This module will provide instruction on the elements of an accessible document, accessibility standards, tools to check accessibility, multimedia captioning and audio description standards and guidelines.

Module 5: Web
Accessibility Evaluation and Design 
This module will provide instruction on web accessibility through utilizing online evaluation and remediation tools using HTML5 and ARIA.

Module 6: ICT Accessibility Operations This module will provide an overview of ICT accessibility
market forces and organization challenges, and will outline how an ICT
Accessibility Operation Model can help organizations address their challenges. In
this introductory course, learn how to measure an organization’s ICT accessibility and assess the importance of
maintaining an inclusive workplace for both employees and customers with
disabilities. This six-week course consists of modules detailing some of the
primary ICT accessibility obstacles facing organizations today. Each module is
taught by a subject matter expert through content-rich videos, activities, and discussion forums. 
Whether
you work in the corporate, governmental or nonprofit sector, this course will
enable you to identify ICT accessibility issues, analyze specific needs, and
evaluate possible solutions. As the world becomes more technology-driven,
organizations of all sizes and sectors touch ICT accessibility, whether through
website design, document creation, or multimedia utilization. Start outlining a
plan to establish and maintain an accessible enterprise operation today. 
Join
our instructors as we explore why, what, and how to integrate
accessibility design elements into your ICT organizational roadmap to support
equal access for all. Learn to address Information and Communication Technology (ICT) accessibility in this course covering challenges and strategies for organizations and individuals.  Whether corporate, governmental, or nonprofit, this course will enable you to identify ICT accessibility issues, analyze needs, and evaluate solutions for both employees and customers with disabilities." ,"Coursera"	"en"	
"A System View of Communications: From Signals to Packets (Part 3)"	"Computer Science Have you ever wondered how information is transmitted using your mobile phone or a WiFi hotspot? Gain an understanding of the basic engineering tools used and tradeoffs encountered in the design of these communication systems.  

This course is divided into three parts. In Part 1, we examine the point-to-point link, which communicates information from a single transmitter to a single receiver. Part 2 examines how multiple transmitters can share the same physical channel. Part 3 discusses how information can be transmitted reliably from one station to another over a network that connects multiple stations. Online interactive exercises are included to help build your intuition.

This course was inspired by and built upon the course 6.02 Digital Communication Systems developed at MIT, which Prof Bertram Shi worked on during his sabbatical in 2009. At the end of the course, you will:

Learn how information can be transmitted reliably from one station to another over a network that connects multiple stations.
	Gain a basic understanding of the engineering tools used and tradeoffs faced in designing digital communications systems.
	Discuss effective solutions to overcome these challenges and develop intuitive, useful systems." ,""	"English"	
"Learning Dynamic Website Design - PHP MySQL and JavaScript"	"Learn Dynamic Web Design with PHP / MySQL, AJAX, JavaScript and CSS. Course
comes with Certificate of Completion." ,"coursetalk"	"en"	
"Become a Calculus 1 Master"	"Work through this comprehensive calculus 1 course, from Precalculus to
Applications of Derivatives." ,"coursetalk"	"en"	
"Brand Yourself - Ninja Blog Secrets: Total WordPress Mastery"	"This click-by-click training will take you from Web Newbie to WordPress Ninja
as you build your personal brand online." ,"coursetalk"	"en"	
"Computational Molecular Evolution"	"Statistics and Data Analysis Module 1: &nbsp;&nbsp;Introduction to evolutionary theory and&nbsp;population genetics: models of growth, selection and mutationModule&nbsp;2:&nbsp;&nbsp; Neutral mutations and genetic drift. Tree reconstruction by parsimonyModule&nbsp;3:&nbsp;&nbsp;&nbsp;Consensus trees. Distance matrix methodsModule&nbsp;4: &nbsp;&nbsp;Models of sequence evolution. Likelihood methodsModule&nbsp;5:&nbsp;&nbsp;&nbsp;Bayesian inference of phylogenyModule&nbsp;6: &nbsp;&nbsp;Testing hypotheses in a phylogenetic context This course is about molecular evolution - the evolution of DNA, RNA, and protein molecules. The focus is on computational methods for inferring phylogenetic trees from sequence data, and the course will give an introduction to the fundamental theory and algorithms, while also giving the student hands-on experience with some widely used software tools. Since evolutionary theory is the conceptual foundation of biology (in the words of Theodosius Dobzhansky: "Nothing in biology makes sense except in the light of evolution"), what you learn on this course will be relevant for any project you will ever do inside the life sciences. A phylogenetic tree will almost always help you think more clearly about your biological problem. A special emphasis is put on methods that employ explicit models of the evolutionary process (maximum likelihood and Bayesian approaches), and we will explore the role of statistical modeling in molecular evolution, and in science more generally. A mathematical (statistical) model of a biological system can be considered to be a stringently phrased hypothesis about that system, and this way of thinking about models will often be helpful. In addition to model-based methods, you will also learn about other approaches, such as those based on parsimony and genetic distance (e.g., neighbor joining). Often, the evolutionary tree is the result we are interested in - knowing how a set of sequences (or organisms) are related can provide us with important information about the biological problem we are  investigating. For instance, knowing which organisms are most closely related to a newly identified, uncharacterized, pathogenic bacterium will allow you to infer many aspects of its lifestyle, thereby giving you important clues about how to fight it. In other cases, however, inferring the structure of the tree is not the goal: for instance, our main focus may instead be the detection of positions in a protein undergoing positive selection (indicating adaptation) or negative selection (indicating conserved functional importance). However, even in these cases, the underlying phylogenetic tree will be an important part of our hypothesis about (model of) how the proteins have been evolving, and will help in getting the correct answer. Although the study of molecular evolution does require a certain level of mathematical understanding, this course has been designed to be accessible also for students with limited computational background (e.g., students of biology).Topics covered:Brief introduction to evolutionary theory and population genetics.Mechanisms of molecular evolution.Models of substitution.Reconstruction of phylogenetic trees using parsimony, distance based methods, maximum likelihood, and Bayesian techniques.Advanced models of nucleotide substitution (gamma-distributed mutation rates, codon models and analysis of selective pressure).Statistical analysis of biological hypotheses (likelihood ratio tests, Akaike Information Criterion, Bayesian statistics). In this course you will learn about how and why DNA and protein sequences evolve. You will learn the theory behind methods for building and analyzing phylogenetic trees, and get hands-on experience with some widely used software packages." ,"Coursera"	"en"	
"Supply Chain Management | edXhtml"	"Business & Management XSeries Program Overview

This XSeries consists of three courses that enable students to learn and practice the art and science of supply chain management. The component courses build from fundamental concepts to advanced design and finally to strategic decision making. It is ideal preparation for anyone interested in succeeding in a career in logistics, operations, or supply chain management within any large global firm or organization.

            
              
                
                  
                    
                    
                  
                  See more
                  
                    about Supply Chain Management
                  
                

                
                  
                    
                    
                  
                  Hide Learn how to manage and harness the dynamics and interactions between firms and entities within a supply chain. Learn how to design and optimize the physical, financial, and information flows of a supply chain to enhance business performance. Learn fundamental concepts for logistics and supply chain management from both analytical and practical perspectives." ,""	"English"	
"Adobe Illustrator CS6 Tutorial - Training Taught By Experts"	"Learn to create stunning art work Adobe Illustrator. A practical hands-on
tutorial for Illustrator users of all levels" ,"coursetalk"	"en"	
"Introduction to MongoDB using the MEAN Stack"	"Computer Science Course Syllabus
        Part 1: Introduction to MongoDB and NodeJS
	Starting a standalone mongod and connecting with shell
		package.json: installing dependencies with npm
		Connecting to mongodb with node.js
		node.js concurrency and event loop fundamentals
		require() basics
		Using mocha for testing
		package.json: npm run-script
		Running mocha tests with gulp
	
Part 2: MongoDB schema design

	Overview of retail application
		Introduction to mongoose
		Schema design principle: store what you query for
		Schema design principle: principle of least cardinality
		MongoDB indexes
		Retail application schema: product
		Retail application schema: category
		Retail application schema: user and cart
		Advanced mongoose features: virtuals
		Advanced mongoose features: custom setters and sorting by currency
	
	Part 3: NodeJS REST APIs with Express
	What is a REST API?
		Introduction to express
		Dependency injection in NodeJS + ExpressJS
		API-level TDD
		Product API
		Category API
		Cart API
		Integrating facebook oauth on the server-side
		Integrating Stripe for payments
		Integrating MongoDB Text Search
		Integrating OpenExchangeRates
	
	Part 4: Building an AngularJS client
	Introduction: browserify and gulp-browserify
		What is a single page app?
		AngularJS philosophy and why it matters
		Controllers
		Services
		Client-side routing
		Facebook oauth token authentication
		Category view
		Product view
		Cart view
		Advanced topics: infinite scroll
	
	Part 5: Hybrid Mobile Apps with Ionic
	Introduction to hybrid mobile apps
		What is the Ionic framework?
		Code sharing between web client and Ionic app
		Ionic UI components
		Routing in Ionic
		Category view
		Product view
		Cart view Want to be a full-stack JavaScript engineer? This computer science course will give you a broad introduction to several of the most popular web and mobile app development toolkits, including MongoDB, ExpressJS, AngularJS, and Node.js. Together, these tools are called the “MEAN stack.”

This course will teach you the basic concepts of the MEAN stack while walking you through building a shopping cart application. This online store will enable users to search for products, add them to their cart, and check out using Stripe, an online payment processor. You’ll build your own REST API (Representational State Transfer Application Programming Interface) server from scratch using solid MongoDB schema design principles, as well as a web application using AngularJS and a hybrid mobile application using the Ionic framework.

When you complete the course, you will receive a discount to MongoDB Professional Certification, enabling you to demonstrate your skills, show recruiters and hiring managers your expertise, and earn a spot in the MongoDB Certified Professional Finder.

No prior experience with any of the MEAN stack technologies needed. The only prerequisite is a basic knowledge of the JavaScript programming language. Installing and working with MongoDB and Node.js
	MongoDB schema design fundamentals
	Building REST APIs with Node.js and Express
	Building single page applications with AngularJS
	Building mobile apps with the Ionic framework" ,""	"English"	
"Data Mining Capstone"	"Computer Science: Software Engineering, Computer Science: Artificial Intelligence, Information, Tech & Design, Statistics and Data Analysis The Capstone project will include several peer graded tasks and a final report. This six-week long Capstone course of the Data Mining Specialization will allow you to apply the learned algorithms and techniques for data mining from the previous courses in the Specialization, including Pattern Discovery, Clustering, Text Retrieval, Text Mining, and Visualization, to solve interesting real-world data mining challenges. Specifically, you will work on a restaurant review data set from Yelp and use all the knowledge and skills you’ve learned from the previous courses to mine this data set to discover interesting and useful knowledge. The design of the Capstone emphasizes: 1) simulating the workflow of a data miner in a real job setting; 2) integrating different mining techniques covered in multiple individual courses; 3) experimenting with different ways to solve a problem to deepen your understanding of techniques; and 4) allowing you to propose and explore your own ideas creatively. 

The goal of the Capstone project is to analyze and mine a large Yelp review data set to discover useful knowledge to help people make decisions in dining. The project will include the following outputs: 

Opinion visualization: explore and visualize the review content to understand what people have said in those reviews.
Cuisine map construction: mine the data set to understand the landscape of different types of cuisines and their similarities.
Discovery of popular dishes for a cuisine: mine the data set to discover the common/popular dishes of a particular cuisine.
Recommendation of restaurants to help people decide where to dine: mine the data set to rank restaurants for a specific dish and predict the hygiene condition of a restaurant.


From the perspective of users, a cuisine map can help them understand what cuisines are there and see the big picture of all kinds of cuisines and their relations. Once they decide what cuisine to try, they would be interested in knowing what the popular dishes of that cuisine are and decide what dishes to have. Finally, they will need to choose a restaurant. Thus, recommending restaurants based on a particular dish would be useful. Moreover, predicting the hygiene condition of a restaurant would also be helpful. 

By working on these tasks, you will gain experience with a typical workflow in data mining that includes data preprocessing, data exploration, data analysis, improvement of analysis methods, and presentation of results. You will have an opportunity to combine multiple algorithms from different courses to complete a relatively complicated mining task and experiment with different ways to solve a problem to understand the best way to solve it. We will suggest specific approaches, but you are highly encouraged to explore your own ideas since open exploration is, by design, a goal of the Capstone. 

You are required to submit a brief report for each of the tasks for peer grading. A final consolidated report is also required, which will be peer-graded, and the top 20 reports, as evaluated by peer review, will also be judged by an Industry Expert Committee who will select 10 of the reports as the Best Capstone Projects. The Industry Expert Committee is composed of multiple relevant industry experts representing different companies. Apply the learned algorithms and techniques for data mining from the previous courses in the Data Mining Specialization to solve interesting real-world data mining challenges." ,"Coursera"	"en"	
"Introduction to Management Information Systems (MIS): A Survival Guide"	"Business & Management This MIS course will cover supporting tech infrastructures (Cloud, Databases, Big Data), the MIS development/ procurement process, and the main integrated systems, ERPs, such as SAP®, Oracle® or Microsoft Dynamics Navision®, as well as their relationship with Business Process Redesign.

Management Information Systems (MIS) are an integral part of today’s professional landscape. From customer relationship management (CRM) systems handling the daily interactions with clients and prospects, to financial systems issuing invoices and paying bills, day-to-day working life is increasingly controlled by these systems that dictate what to do and how.

This course will focus on what MIS are, how they influence your current or prospective jobs, why they impose specific - and sometimes seemingly absurd - operational procedures, and how to use this knowledge to your advantage in your professional life.

Grasping the key concepts in MIS does not need to be daunting. We will use real world examples to illustrate key concepts, and strive to strike a proper balance between clarity / amenity and conceptual soundness. Join us on this stimulating journey that will allow you to better understand and perform in your current or desired job. Understand Management Information Systems (MIS) and their role in today’s organizations.
	Identify how MIS shapes and controls current (or prospective) jobs and how to use this insight to improve your own job performance and satisfaction and and enhance your career prospects.
	Become familiar with the major trends in MIS and MIS infrastructures (Cloud, Big Data, ERPs, outsourcing) and how these evolutions will affect workplaces and business strategies.
	Bridge the MIS-related second “digital gap” that exists, after basic computer literacy, in most professional jobs." ,""	"English"	
"From RAW Capture to the Pixel-Perfect Photograph"	"Raw image data from a digital camera needs processing by a computer to turn it from a simple binary record to a beautiful visual image. While profiles and presets can do a good job, it always takes some human intervention to get things just right. In this course you will learn a solid creative and technical foundation for working with images, and you will practice a processing methodology that takes the guesswork out of post-processing. Although this course is delivered in Adobe Lightroom, the principles and methodology learned here are also easily transferable to similar software, such as Adobe Camera Raw and Capture One Pro." ,"coursetalk"	"en"	
"Introduction to Computational Arts"	"Information, Tech & Design, Computer Science: Theory Introduction to Computational Arts
Consortium  for Digital Arts &amp; Technology (CDACT)
Stony Brook University and Coursera 
COURSE INFORMATION&nbsp;
Instructors
  Dr. Margaret Schedel
  Catherine Katsafouros (TA)
Course Description
This multidisciplinary production class serves as an introduction to,  and exploration of electronic media in the arts. Lectures will cover concepts  and presentations of artists working in various capacities with computers, as  well as tutorials on specific software packages.
Prerequisite
No prerequisites or prior knowledge needed. Familiarity with computers  is helpful but not necessary. 

Course Requirements

  
    Internet connection
    Windows or Apple computer
    Ability to install software on your machine  (admin account) 
    Processing software: http://processing.org/
    Visual arts software: You may use either
    Photoshop: http://www.adobe.com/products/photoshopfamily.html 
      or Gimp: http://www.gimp.org/
    Sound software: You may use either 
    Logic: http://www.apple.com/logic-pro/&nbsp; (Mac ONLY) 
      or Soundation http://soundation.com/
    Digication e-Portfolio account (links and  details will be provided)
Course Learning Outcomes 
Learners who successfully complete this course will have learned basic  skills in three programs: Processing, Photoshop or Gimp, and Logic or  Soundation. Throughout the three primary modules, students will be learn to  give critical feedback to their peers about technical and artistic matters  through a grounding in the history of technology and the arts. A digital  portfolio will showcase your work from this course which culminates in a  computational artwork using all three programs.&nbsp;
Processing Outcomes:

  
    Understand  the basics of computers, input and output devices, memory, and disks as  demonstrated through quizzes and projects
    Navigate  file systems in Windows and Mac OS X
    Demonstrate  creative/conceptual awareness of generative design through peer critique 
    Install  and set-up a digital environment using Processing language.
    Generate  and manipulate type, image and sound, incorporating principles of color, shape  and grids.
  

Visual Arts Outcomes:

  
    Create,  edit, manipulate digital images using the basic functions of visual arts  software
    Demonstrate  creative/conceptual awareness of visual design through peer critique 
    Produce  an artistic image using software
  

Sound Art Outcomes:

  
    Record,  edit, and process digital sound using the basic functions of a Digital Audio  Workstation.
    Demonstrate  creative/conceptual awareness of sound art through peer critique 
    Produce  an effective 1-3 minute sound work with a formal structure
  

Textbook  &amp; Course Materials&nbsp;
Required  Text: No required texts
Optional  Texts:
PROCESSING: 
Generative Design: Visualize, Program, and Create with  Processing
by Hartmut Bohnacker (Author), Benedikt Gross  (Author), Julia Laub (Author), Claudius Lazzeroni (Editor) ISBN-13: 978-1616890773 
Publisher:  Princeton Architectural Press 
VISUALS:
  Art of the Digital Age
  by Bruce Wands 
  ISBN-13:  978-0500286296
  Publisher:  Thames &amp; Hudson
MUSIC:
  Electronic Music (Cambridge Introductions to Music) 
  by Nick Collins&nbsp;  (Author) , Margaret Schedel&nbsp;  (Author) , Scott Wilson&nbsp; (Author)
  ISBN-13:  978-1107648173
  Publisher:  Cambridge University Press 
WEB:
  HTML and CSS: Design and Build Websites 
  by Jon Duckett 
  ISBN-13: 978-1118008188
  Publisher:  Wiley
GRADING  POLICY &amp; COURSE REQUIREMENTS
Grading&nbsp;
  Assignments and projects are graded through a peer-review process;  quizzes are multiple-choice and are graded by the computer. Your work on the  assignments, projects and group presentation will be assessed two ways: your  individual work to complete the assignment, project or presentation, and your  own review of your peers’ work. Peer review counts as the participation  component of your own grade, which means for everything you hand in you will  also make substantive comments on the assignments which will be graded, and  rate others’ comments


&nbsp;

    
        
            
                Description&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;Weight &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;Participation    Component
            
        
        
            
                Quizzes (14) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; &nbsp; &nbsp; 15 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;0 %
        
        
            
                Assignments (12) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; 20 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;20 % &nbsp;
        
        
            
                Project 1 (visual) &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; &nbsp;20 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; &nbsp; &nbsp; &nbsp;25 %
        
        
            
                Project 2 (sound) &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; &nbsp; 20 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 25 %
        
        
            
                Final Project
                    (visual, sound, programming) &nbsp; &nbsp; 25 % &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 25 %
        
    


Passing Grade = 75%
Quizzes&nbsp;
After watching each video lecture series, you  will take a multiple choice quiz which will count towards your final grade. You  can only take these quizzes once. There are also “in-video questions,” and you  must answer these questions correctly in order to advance the video, but these  questions are NOT graded, you can re-do the “in-video” quiz as many times as  you need to.
Assignments
Assignments are purely technical; each module  will include a detailed explanation of how to complete and grade each assignment.  There will be 1 assignment (which may have multiple components)&nbsp; every week that there is no project due.&nbsp; Each assignment should take you no more than  one hour.
Projects
Projects are both aesthetic and technical; there  will be an explanation of how to grade projects but you must remember that art  is subjective. There are only three projects, and together they are worth the  majority of your grade. You can expect these projects to take at&nbsp; least 3-4 hours to complete. (Final project  should take 6 hours.)
Group  Presentation
  In groups of 4-7, you will create a five-minute  presentation that the other students can view. You can use any method or  technology for loading this that works with your eportfolio site and  collaborating. There will be a list of topics to choose from on a movement in  twentieth or 21st century art or music. 
Disclaimer: “The course schedule, policies, procedures,  and assignments in this course are subject to change in the event of  extenuating circumstances, by mutual agreement, and/or to ensure better student  learning.”
COURSE SCHEDULE

  Week 01-04 Introduction to Computing  and Processing
    Week 05-09 Introduction to Digital Art  and Photoshop/Gimp
    Week 10-14: Introduction to Electronic  Music and Logic/Soundation
    Week 15: Putting it All Together:  Programming, Visuals and Sound

  
    Assignments    due:
    Week 1 &nbsp; &nbsp;Install Programs
  
    Week 2 &nbsp; &nbsp;Processing Assignment 1
  
  
    Week 3 &nbsp; &nbsp;Processing Assignment 2
  
  
    Week 4 &nbsp; &nbsp;Processing Assignment 3
  
  
    Week 5 &nbsp; &nbsp;Image Assignment 1
  
  
    Week 6 &nbsp; &nbsp;Image Assignment 2
  
  
    Week 7 &nbsp; &nbsp;Image Assignment 3
  
  
    Week 8 &nbsp; &nbsp;Image Assignment 4
  
  
    Week 9 &nbsp; &nbsp;Project 1 (Image)
  
  
    Week    10 &nbsp; Sound Assignment 1
  
  
    Week    11 &nbsp;&nbsp;Sound Assignment 2
  
  
    Week    12 &nbsp;&nbsp;Sound Assignment 3
  
  
    Week    13 &nbsp;&nbsp;Project 2 (Sound)
  
  
    Week    14 &nbsp;&nbsp;Portfolio Assignment 1
  
  
    Week    15 &nbsp;&nbsp;Project 3 (Processing, Sound and Image)
  

Week 16 &amp; 17 Project completion and peer grading&nbsp;
Course  Questions - FAQ
  Have a question about the content of the course?  Check the Course FAQs discussion board and if you don’t see the answer to your  question there, create a new thread and post your question.&nbsp; The course instructors will monitor the FAQ discussion  board and will respond to questions posted.&nbsp;&nbsp;&nbsp; 
Technical Assistance
Technical problems with Coursera should be reported to the support forums in two  ways: 

  Click: HELP WITH COURSERA 
  Using the in-context “report a problem” links on the course pages.

Be sure to note: The page where the problem occurred and what problem  you had.
&nbsp;
PEER FEEDBACK  GRADING RUBRIC
You will grade each other’s work, and also grade each other’s comments.  There will be instructions on how to grade the assignments, projects, and  presentation, and each assignment will come with it's own grading chart (rubric) to follow.&nbsp; In this 17-week course we will introduce the fundamentals of computational arts–covering basic programming, simple image processing and elementary sound recording. This class has been taught for seventeen years at Stony Brook University, and is an accessible introduction to combining arts and computing.*For programming we will be using the free and open source programming language and integrated development environment, Processing. The course will provide the essentials of programming in a visual context, allowing you to visualize, design, and create generative art with Processing.For visuals we will cover Photoshop CS5 and GIMP, which is a free open-source tool offering the same functionality as Photoshop. Whether you have access to one or the other, you will learn how to create and manipulate digital images, and most importantly, you will become comfortable enough to expand on what you learn here, after the end of our course.For sound we will teach both Logic and Soundation. Logic is Apple’s DAW or Digital Audio Workstation while Soundation is a free web-based multi-track audio editor. We’ll be teaching the basics of digital audio–including recording, and automating effects. You will complete both technical assignments and artistic projects, and learn how to participate in an aesthetic critique. We’ll cover the history of sound and art in the Twentieth and 21st Centuries to give context for your artistic endeavors.Peer review is integral to the success of this class; we will also teach you how to give constructive criticism. By the end of the 15 weeks you should have a strong foundation for how computers work and deal with data, specifically how image and sound are represented by the computer.Additionally, you will create an online portfolio of digital art projects, and be able to communicate ideas about art. &nbsp;Each week you will watch two video series - one on the theory and one on the practice. There will be technical assignments and artistic projects which will be peer reviewed. We’re looking forward to working with you. *If you are interested in just a part of this course, you may want to consider enrolling in the individual segments in the Spring (Intro to Computational Arts Processing, Visual Arts and Audio.) &nbsp;These courses will not include the use of eportfolio and will not have a summative capstone.&nbsp; This multidisciplinary production class serves as an introduction to, and exploration of electronic media in the arts. Lectures will cover concepts and presentations of artists working in various capacities with computers, as well as tutorials on specific software packages." ,"Coursera"	"en"	
"How to Make a Website"	"If you’ve never built a website before and you have no coding or design
experience, this is the place to start. In this project, we learn how to build
a modern portfolio website for desktops, tablets, and mobile devices. We start
with basic HTML and CSS syntax. Next, we learn how to build custom web pages
with an image gallery and contact page. Finally, we walk through how to share
a website live on the web." ,"coursetalk"	"en"	
"Sketch 3 - Mobile App Design (UI & UX Design)"	"THIS COURSE IS CREATED FOR ONE SIMPLE PURPOSE :
To help you use and understand the basic functions and fundamentals of Sketch 3! Sketch gives you the power, flexibility and speed you always wanted in a lightweight and easy-to-use package. Finally you can focus on what you do best: Design.
Whether you are - A total newbie on UI ans UX Design and clueless on how to get started:
You will gain a solid foundation on the WHATs and HOWs to designing Mobile Apps, User Interfaces and a whole lot more! This is a structured course that teaches you a systematic way to design and use Sketch that will save you years of time figuring things out on your own. 
About this course
Over 10+ Lectures and 1 Hour of Content
Full, free lifetime access
All future extra lectures and upgrades are always included for free
30 day money-back guarantee -- my personal promise to your success!
Monthly BONUS Lectures to enhance your Design Skills!
24/7 Instructor Chat Support -- I will personally help you
After taking this course, you'll be able to...
Design Your Own Mobile Apps from Scratch using Sketch 3
Build A Working Mobile App Prototype that you can show to everyone!
Learn How To Design Using Sketch 3 -- No Experienced needed!
Learn UI/UX Design Principles
Build Practice Mockups and Templates to enhance your design skills
By enrolling in this course, you will also receive support from me and I will be personally answering your questions in the student discussion area.
If you are willing to learn and put in the effort to implement what I teach you in this course, go ahead now and click the big blue button at the top to enroll yourself and start experiencing the results for yourself!
I look forward to hear your personal success story and I'll see you on the other side!" ,"coursetalk"	"en"	
"Beginning Game Programming with C#"	"Computer Science: Software Engineering Week One: Introduction to the course, the Visual Studio environment, and the Microsoft XNA framework. Writing your first C# program and starting to learn about data types.Student Work: Programming Assignment 1 Week Two: Classes and objects, the core of object-oriented programming (which works great for games!). Writing your first XNA programs.Student Work: Programming Assignment 2, Programming Assignment 1 Peer EvaluationWeek Three: Strings and what we can do with them. Selection, how to implement it, and why it's so useful in game development.Student Work: Programming Assignment 3, Programming Assignment 2 Peer EvaluationWeek Four: No new topicsStudent Work: Project Increment 1, Programming Assignment 3 Peer EvaluationWeek Five: Mouse and 360 controller input in XNA. Arrays and collection classes to store multiple pieces of information.Student Work: Programming Assignment 4, Project Increment 1 Peer EvaluationWeek Six: No new topicsStudent Work: Project Increment 2, Programming Assignment 4 Peer EvaluationWeek Seven: Iteration - the various ways we can do multiple things in our code.Student Work: Programming Assignment 5, Project Increment 2 Peer EvaluationWeek Eight: No new topicsStudent Work: Project Increment 3, Programming Assignment 5 Peer EvaluationWeek Nine: Class design and implementation in more detail. How are all those useful classes we've been using actually coded?Student Work: Programming Assignment 6, Project Increment 3 Peer EvaluationWeek Ten: No new topicsStudent Work: Project Increment 4, Programming Assignment 6 Peer EvaluationWeek Eleven: Adding music and sound effects to your games. Keyboard input and text output in XNA.Student Work: Project Increment 5, Project Increment 4 Peer EvaluationWeek Twelve: The optional project as a great way to review for the Final Exam.Student Work: Final Exam, Project Increment 5 Peer Evaluation The Beginning Game
Programming with C# course is all about learning how to develop video games
using the C# programming language. Why use C# instead of C++, Java,
ActionScript, or some other programming language you may have heard of? First,
using C# lets us use the Microsoft XNA and open-source MonoGame frameworks,
which help us quickly develop games for Windows, Android, iOS, Mac OS, and
others. Second, the Unity game engine is very popular with indie game
developers, and C# is one of the programming languages you can use in the Unity
environment. And finally, C# is a really good language for learning how to
program.



That learning how to program
comment is important because this course doesn't assume you have any previous programming
experience. Don't worry if you've never written code before; we'll start at the
very beginning and work our way up to building a small, complete game by the
end of the course. Throughout the course you'll learn core programming concepts
that apply to lots of programming languages, including C#, and you'll also
learn how to apply those concepts when you develop games: drawing all the
entities in the game world, updating the game world based on user input and
simple physics, playing music and sound effects in your games, and so on.



Computer programming is really fun in general,
and programming games is even better! Start learning how to program video games using the C# programming language. Plenty of practice opportunities are included!" ,"Coursera"	"en"	
"Surveillance Law"	"Computer Science: Systems & Security I. Introduction
We will begin with a brief overview of how surveillance fits into the American legal system. We will also discuss how surveillance issues can be litigated.


II. The Basics of Surveillance Law
Next, we will review established police surveillance procedures. Using telephone technology as a simple starting point, we will work through various sorts of data that investigators might seek to access—and the constitutional and statutory safeguards on that data.

III. Applying Surveillance Law to Information Technology
Having learned the basics, we will turn to more modern technologies. We will discuss snooping on email, web browsing, and mobile phone location, as well as hacking into devices.

IV. Compelled Assistance to Law Enforcement
What happens when data is technically protected? In this section, we will talk about the government’s (limited) ability to mandate backdoors and to require decryption.

V. The Structure of Foreign Intelligence Surveillance Law
The law that applies to foreign intelligence activities runs parallel to the law that applies to police activities. We will compare the two systems of law and review key distinctions. The section places particular emphasis on Section 215 of the USA PATRIOT Act, Section 702 of the FISA Amendments Act, and Executive Order 12333.

VI. Controversial NSA Programs
In the final section, we will review the conduct and legality of controversial National Security Agency programs. We will discuss in detail the domestic phone metadata program, PRISM, and “upstream” Internet monitoring. It’s easy to be
cynical about government surveillance. In recent years, a parade of Orwellian
disclosures have been making headlines. The FBI, for example, is hacking into
computers that run anonymizing software. The NSA is vacuuming up domestic phone
records. Even local police departments are getting in on the act, tracking cellphone location history and intercepting signals in realtime.

Perhaps 2014 is
not quite 1984, though. This course explores how American law facilitates electronic
surveillance—but also substantially constrains it. You will learn the legal
procedures that police and intelligence agencies have at their disposal, as well as the security
and privacy safeguards built into those procedures. The material also provides
brief, not-too-geeky technical explanations of some common surveillance
methods. Learn how police and intelligence agencies can access your data, and how the law (might) protect you! Hackers, attorneys, and concerned citizens are all welcome." ,"Coursera"	"en"	
